src,winner,loser
"Хотя внутри здания в тот момент, когда в него врезался автомобиль, находились три человека, никто не пострадал.","Although three people were inside the building at the time the car crashed into it, nobody was hurt.","Although there were three people inside the building at the moment the car crashed into it, no one was injured."
Однако водитель получил серьезные травмы головы.,"However, the driver sustained serious head injuries.","However, the driver suffered serious head injuries."
"Дорогу, где произошла авария, временно закрыли, пока службы экстренной помощи высвобождали водителя из красной Audi TT.",The road was temporarily closed while emergency services freed the driver of the red Audi TT.,The road where the accident occurred has been temporarily closed while the emergency services freed the driver from the red Audi TT.
Первоначально он был госпитализирован в госпитале Джеймса Педжета в Грейт-Ярмуте.,He was initially taken to James Paget Hospital in Great Yarmouth.,"Initially, he was hospitalized at the James Paget Hospital in Great Yarmouth."
В последствие он был перемещён в госпиталь Адденбрук в Кембридже.,He was later moved to Addenbrooke's Hospital in Cambridge.,"As a result, he was transferred to Addenbrooke's Hospital in Cambridge."
Впоследствии Эдинбургский шерифский суд предъявил Адекое обвинение в убийстве ее сына.,"Later, the Edinburgh Sheriff Court charged Adekoye with the murder of her son.","Subsequently, the Edinburgh Sheriff Court charged Adekoya with the murder of her son."
"Она находится под стражей в ожидании вынесения ей обвинения и проведения судебного разбирательства, однако любые свидетельские показания могут быть искажены, поскольку её популярность широко использовалась СМИ.","She is in custody awaiting trial and a court hearing, but any testimony she gives could be tainted as her popularity has been widely used by the media.","She is in custody awaiting charges and trial, however, any witness testimony may be distorted since her popularity has been widely exploited by the media."
"Это является обычной практикой в других частях Великобритании, но шотландское правосудие работает по-другому, и суды сочли публикацию фотографий как потенциально наносящую ущерб.","This is common practice in other parts of the United Kingdom, but Scottish justice works differently, and the courts have found the publication of photographs to be potentially damaging.",It is common practice elsewhere in the UK but Scottish justice works differently and the courts considered the publication of the photographs as potentially prejudicial.
"Профессор Памела Фергюсон из Университета Данди отмечает, что ""журналисты, похоже, и вправду ходят по опасной грани, публикуя фотографии и прочие данные о подозреваемых"".","Professor Pamela Ferguson from the University of Dundee notes that ""journalists seem to really be walking a dangerous line by publishing photographs and other data about suspects.""","Professor Pamela Ferguson of the University of Dundee notes that ""journalists are indeed treading a fine line in publishing photographs and other details of suspects."""
"Королевская прокуратура, которая в целом отвечает за судебное преследование, сообщила журналистам, что никаких дальнейших комментариев не будет сделано, по крайней мере, до вынесения обвинительного приговора .","The royal prosecution, which is generally responsible for judicial prosecution, told journalists that no further comments will be made, at least until a verdict is delivered.","The Crown Prosecution Service, which is generally responsible for pursuing prosecutions, told reporters there would be no further comment at least until a verdict is delivered."
"Документ, согласно утечке информации, будет касаться спора насчёт границ, которые Палестина хочет установить на основе тех, что существовали до начала Шестидневной войны 1967 года.","The document, according to the leak, will deal with the dispute over borders that Palestine wants to establish based on those that existed before the 1967 Six-Day War.","The document, according to the information leak, will concern the dispute over the borders that Palestine wants to establish based on those that existed before the beginning of the Six-Day War in 1967."
"Другие затронутые темы, как сообщается, включают будущее состояние Иерусалима, который является священным для обоих народов, и проблему долины реки Иордан.","Other topics reportedly discussed include the future status of Jerusalem, which is sacred to both peoples, and the issue of the Jordan Valley.","Other topics touched upon reportedly include the future status of Jerusalem, which is sacred to both peoples, and the issue of the Jordan River Valley."
"Израиль требует постоянного военного присутствия в долине в течение десяти лет после подписания соглашения, в то время как ПНА согласна на сохранение такого присутствия в течение только пяти лет.","Israel requires a permanent military presence in the valley for ten years after the signing of the agreement, while the PNA is willing to maintain such a presence for only five years.","Israel demands a continuous military presence in the valley for ten years after signing the agreement, while the Palestinian Authority agrees to maintain such presence for only five years."
"Стрелки, участвовавшие в дополнительном тесте по борьбе с вредителями, должны были находиться под пристальным присмотром рейнджеров, поскольку данный тест проходил под наблюдением и оценивалась его эффективность.","Archers who participated in the additional pest control test had to be under close supervision of the rangers, as this test was conducted under observation and its effectiveness was being evaluated.",The shooters involved in the additional pest control test were under the watchful eye of rangers as this test was monitored and its effectiveness assessed.
В рамках партнёрства NPWS и Ассоциации спортивных стрелков Австралии (NSW) в ходе охотничьей программы Ассоциации спортивных стрелков были набраны квалифицированные волонтёры.,"As part of the partnership between NPWS and the Sporting Shooters Association of Australia (NSW), volunteers were recruited through the Sporting Shooters Association's hunting program.","As part of the partnership between NPWS and the Sporting Shooters Association of Australia (NSW), qualified volunteers were recruited during the Sporting Shooters Association's hunting program."
"По словам Мика О'Флинна, исполняющего обязанности директора по сохранению парков и наследия Службы охраны диких животных и национальных парков, четыре стрелка, отобранные для первой стрелковой операции, прошли комплексную подготовку и инструктаж по безопасности.","Mick O'Flynn, acting head of the National Parks and Wildlife Service's Conservation Operations, said the four shooters selected for the first cull were trained and briefed on safety.","According to Mick O'Flynn, the acting director of conservation of parks and heritage for the Wildlife and National Parks Service, the four shooters selected for the first shooting operation underwent comprehensive training and safety briefing."
"Вчера Мартейи привёл к присяге новый Временный избирательный совет (ВИС), состоящий из девяти участников.","Yesterday, Marteyi swore in the new Provisional Electoral Council (PEC), consisting of nine members.","Yesterday, Martiayi swore in a new Temporary Electoral Council (TEC), consisting of nine members."
Это пятый CEP Мартейи за четыре года.,It is the fifth CEP for Marti in four years.,This is the fifth CEP Martei in four years.
В прошлом месяце президентская комиссия рекомендовала предыдущему Временному избирательному совету уйти в отставку в качестве части пакета мер для движения страны к новым выборам.,"Last month, the presidential commission recommended that the previous Provisional Election Council resign as part of a package of measures to move the country towards new elections.","Last month, the presidential commission recommended that the previous Provisional Electoral Council step down as part of a package of measures to move the country towards new elections."
"Комиссия стала ответом Мартелли на массовые протесты против государственного режима, начавшиеся в октябре.",The commission was Martelly's response to the mass protests against the state of affairs that began in October.,The commission became Martelli's response to the massive protests against the state regime that began in October.
"Эти иногда сопровождавшиеся насилием протесты были вызваны непроведением выборов, некоторые из которых должны были состояться ещё в 2011 году.","The sometimes violent protests were sparked by the failure to hold elections, some of which were due to take place as far back as 2011.","These protests, sometimes accompanied by violence, were caused by the failure to hold elections, some of which were supposed to take place as early as 2011."
"Было получено около 60 случаев перегрева бракованных устройств iPod, в результате чего произошло шесть пожаров и четыре человека получили небольшие ожоги.","About 60 incidents of overheating in defective iPod devices were reported, resulting in six fires and four individuals sustaining minor burns.","Approximately 60 cases of overheating of defective iPods have been reported, resulting in six fires and four minor burns."
"Министерство экономики, торговли и промышленности Японии (METI) заявило, что ему было известно о 27 cлучаях, связанных с этими устройствами.","The Ministry of Economy, Trade and Industry of Japan (METI) stated that it was aware of 27 cases related to these devices.","The Ministry of Economy, Trade and Industry (METI) said it was aware of 27 cases related to the devices."
"На прошлой недели Министерство экономики, труда и промышленности объявило, что Apple  проинформировала его о 34 дополнительных случаях перегрева, которые компания назвала ""несерьёзными"".","Last week, the Ministry of Economy, Labor and Industry announced that Apple had informed it of 34 additional cases of overheating, which the company called ""minor.""","Last week, the Ministry of Economy, Trade and Industry announced that Apple had informed it of 34 additional cases of overheating, which the company described as ""minor."""
"В ответ министерство назвало задержку отчета Apple ""очень прискорбной"" .","In response, the ministry called Apple's delay in releasing the report ""very regrettable"".","In response, the ministry called Apple's report delay ""very regrettable."""
В 07:19 утра по местному времени (21:19 по Гринвичу в пятницу) произошло землетрясение в Мариане.,A 7:19 a.m. local time (21:19 GMT Friday) earthquake struck the Mariana Islands.,"At 07:19 local time (21:19 GMT on Friday), an earthquake occurred in the Mariana."
"Управление по чрезвычайным ситуациям Северных Марианских островов заявило, что в стране не было сообщений о причинённом ущербе.",The Northern Mariana Islands Office of Emergency Management said there were no reports of damage in the territory.,The Northern Mariana Islands' Emergency Management Office stated that there were no reports of damage caused in the country.
"Также Тихоокеанский центр предупреждения цунами заявил, что никаких признаков цунами не было.",The Pacific Tsunami Warning Center stated that there were no signs of a tsunami.,The Pacific Tsunami Warning Center also said there were no signs of a tsunami.
"Бывший филиппинский полицейский угнал туристический автобус в Маниле, столице Филиппин, и взял в заложники гонконгских туристов.","A former Filipino police officer hijacked a tourist bus in Manila, the capital of the Philippines, and took Hong Kong tourists hostage.","A former Philippine police officer hijacked a tourist bus in Manila, the capital of the Philippines, and took Hong Kong tourists hostage."
Роландо Мендоса выстреливал из своей винтовки М16 в туристов.,Rolando Mendoza fired his M16 rifle at the tourists.,Rolando Mendoza fired at the tourists from his M16 rifle.
"Несколько заложников были спасены, а как минимум шестеро были признаны погибшими на данный момент.","Several hostages were rescued, and at least six have been confirmed dead so far.","Several hostages were rescued, and at least six were confirmed dead at this point."
"Шестеро заложников, включая детей и пожилых людей, освободили раньше, как и филиппинских фотографов.","Six hostages, including children and elderly people, were released earlier, as were the Filipino photographers.","Six hostages, including children and the elderly, were released earlier, as were the Filipino photographers."
"Позже фотографы заняли место пожилой женщины, так как она отлучилась в туалет. Мендосу застрелили.","Later, the photographers took the place of the elderly woman, as she had stepped away to the bathroom. Mendosa was shot.","Later, photographers took the place of an elderly woman who had gone to the bathroom. Mendoza was shot."
Лиггинс пошел по стопам отца и начал карьеру в медицине.,Liggins followed in his father's footsteps and began a career in medicine.,Liggins followed in his father's footsteps and began a career in medicine.
Он получил образование акушера-гинеколога и начал работать в Национальной женской больнице Окленда в 1959 году.,He trained as an obstetrician and gynaecologist and began working at Auckland's National Women's Hospital in 1959.,He received education as an obstetrician-gynecologist and began working at the National Women's Hospital in Auckland in 1959.
"Когда Лиггинс работал в больнице, в свободное от работы время он начал расследовать случаи преждевременных родов.","While working at the hospital, Liggins began investigating cases of premature birth in her spare time.","When Liggins was working at the hospital, during his free time he began investigating cases of premature births."
"Его исследование показало, что если вводить гормон, то он усилит созревание легких ребёнка в период развития плода.",His research showed that introducing the hormone would enhance the maturation of a child's lungs during fetal development.,"His research showed that if the hormone was administered, it would accelerate the development of the baby's lungs during pregnancy."
"Как передает Синьхуа, в среду государственные следователи обнаружили два бортовых самописца или, по-другому, ""черных ящика"".","According to Xinhua, on Wednesday, state prosecutors found two flight data recorders, also known as ""black boxes.""","As Xinhua reports, on Wednesday state investigators discovered two flight data recorders, or otherwise known as ""black boxes."""
Коллеги-рестлеры тоже отдали Луне дань уважения.,Luna's fellow wrestlers also paid tribute to her.,Colleagues-wrestlers also paid tribute to Luna.
"Вот, что сказал Томми Дример: ""Луна стала первой Королевой Экстрима. Она была моим первым менеджером. Луна ушла из жизни в ночь двух лун. Это такое уже уникальное событие, как и она сама. Сильная женщина"".","Here is what Tommy Dreamer said: ""Luna became the first Queen of Extreme. She was my first manager. Luna passed away on the night of two moons. It's such a unique event, just like she was. A strong woman.""","Tommy Drimmer said, ""The Moon was the first Queen of Extreme. She was my first manager. The Moon died on the night of two moons. It's such a unique event, just like her. A strong woman."""
"Дастин ""Голдаст"" Раннелс сказал: ""Луна была такая же чумовая, как я... Возможно, даже более чумовая... Люблю её и буду скучать по ней... Надеюсь, она в лучшем месте"".","Dustin ""Goldust"" Runnels said: ""The moon was as awesome as me... Perhaps, even more awesome... I love it and will miss it... I hope it's in a better place.""","Dustin ""Goldust"" Rhodes said, ""The moon was as crazy as I am... maybe even more crazy... I love her and I'm going to miss her... I hope she's in a better place."""
"Из 1400 человек, опрошенных в преддверии федеральных выборов 2010 года, число тех, кто выступает против того, чтобы Австралия стала республикой, выросло с 2008 года на 8 процентов.","The number of people opposed to Australia becoming a republic has risen by eight per cent since 2008, a poll has found.","Out of the 1400 people surveyed on the eve of the 2010 federal elections, the number of those who are against Australia becoming a republic has increased by 8 percent since 2008."
"Исполняющая обязанности премьер-министра Джулия Гиллард во время федеральной избирательной кампании 2010 года высказала мнение о том, что Австралия должна стать республикой после правления королевы Елизаветы II.",Acting Prime Minister Julia Gillard during the 2010 federal election campaign said Australia should become a republic after the reign of Queen Elizabeth II.,Acting Prime Minister Julia Gillard expressed the opinion during the 2010 federal election campaign that Australia should become a republic after the reign of Queen Elizabeth II.
"34% опрошенных разделяют эту точку зрения и хотят, чтобы королева Елизавета II стала последним монархом Австралии.",34% of those surveyed share this view and want Queen Elizabeth II to be the last monarch of Australia.,34 per cent of those surveyed agreed with this view and want Queen Elizabeth II to be the last monarch of Australia.
"Опрос показал следующее: 29 процентов респондентов уверены, что Австралия должна как можно скорее стать республикой, а 31 процент полагает, что ей не нужна эта форма государственного устройства.","The survey showed the following: 29 percent of respondents are confident that Australia should become a republic as soon as possible, while 31 percent believe that it does not need this form of government.","The poll found that 29 per cent of respondents believe Australia should become a republic as soon as possible, while 31 per cent believe it does not need to be."
"Олимпийский золотой медалист должен был участвовать в заплыве на 100 и 200 м в вольном стиле и в трёх эстафетах на Играх Содружества, но из-за его жалоб его физическая форма теперь находится под сомнением.","The Olympic gold medallist was due to compete in the 100m and 200m freestyle events and three relay events at the Commonwealth Games, but his complaints have cast doubt over his fitness.","The Olympic gold medalist was supposed to compete in the 100m and 200m freestyle races and in three relays at the Commonwealth Games, but due to his complaints his physical condition is now in question."
"Он не смог принять препараты, необходимые для облегчения боли, так как они запрещены в Играх.",He was unable to take the drugs needed to ease the pain as they are banned at the Games.,He was unable to take the medications needed for pain relief as they are banned in the Games.
"Кёртис Купер, математик и профессор компьютерных наук в Университете Центрального Миссури, 25 января открыл самое большое простое число, известное на сегодняшний день.","Curtis Cooper, a mathematician and professor of computer science at the University of Central Missouri, discovered the largest known prime number to date on January 25.","Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, announced on January 25 the largest known prime number."
"Во вторник было объявлено, что к началу февраля несколько человек подтвердили это открытие при помощи различного аппаратного и программного обеспечения.","On Tuesday, it was announced that by the beginning of February several people confirmed this discovery using various hardware and software.",Several people have confirmed the discovery by the end of February using different hardware and software.
"Возможно, кометы были источником доставки воды на Землю, а также источником органических веществ, которые могут формировать белки и поддерживать жизнь.","Perhaps comets were the source of water on Earth, as well as the source of organic material that could form proteins and support life.","Comets may have been a source of delivering water to Earth, as well as a source of organic substances that can form proteins and sustain life."
"Учёные надеются понять, как образуются планеты, особенно то, как образовалась Земля, поскольку кометы сталкивались  с Землёй очень давно.","Scientists hope to understand how planets form, especially how Earth was formed, since comets collided with Earth a very long time ago.","Scientists hope to understand how planets form, especially how the Earth formed, as comets have collided with the Earth for a long time."
53-летний Куомо начал свою деятельность на посту губернатора в начале этого года и подписал законопроект о легализации однополых браков в прошлом месяце.,The 53-year-old Cuomo began his tenure as governor earlier this year and signed the bill legalizing same-sex marriage last month.,53-year-old Cuomo began his tenure as governor earlier this year and signed a bill legalizing same-sex marriage last month.
"Он назвал эти слухи ""политической болтовнёй и глупостью"".","He called the rumors ""political gossip and nonsense.""","He called these rumors ""political chatter and nonsense."""
"Предполагается, что он будет баллотироваться в президенты в 2016 году.",It is assumed that he will run for president in 2016.,He is expected to run for president in 2016.
"NextGen — это система, которая, по заверению Федеральной авиационной администрации США, позволит самолетам летать по сокращенным маршрутам и ежегодно экономить миллионы галлонов топлива, а также снизить выбросы углерода.","NextGen is a system that, according to the Federal Aviation Administration, will allow planes to fly shorter routes and save millions of gallons of fuel annually, while also reducing carbon emissions.","NextGen is a system that, according to the Federal Aviation Administration of the USA, will allow airplanes to fly shorter routes and save millions of gallons of fuel annually, as well as reduce carbon emissions."
"Она использует спутниковую технологию вместо старой технологии на основе наземных РЛС, что позволит авиадиспетчерам точнее определять положение самолетов и давать пилотам более точную информацию.","It uses satellite technology instead of the old technology based on ground-based radar, allowing air traffic controllers to more accurately determine the position of aircraft and give pilots more accurate information.","She uses satellite technology instead of the old ground-based radar technology, which will allow air traffic controllers to more accurately determine the positions of aircraft and provide pilots with more accurate information."
"К Уэмбли не запущено дополнительного транспорта, там не будут останавливаться наземные поезда, кроме того, на поверхности отсутствуют парковки и перехватывающие стоянки.","There will be no additional transport to Wembley, there will be no overground trains stopping there, and there will be no surface car parks or pick-up/drop-off points.","No additional transport has been launched to Wembley, ground trains will not be stopping there. Furthermore, there is no parking or park-and-ride facilities on the surface."
"Опасения по поводу отсутствия транспорта вызвали предположение о том, что игру, возможно, придётся проводить за закрытыми дверями без болельщиков.",Fears over transport have led to speculation the game may have to be played behind closed doors without fans.,Concerns about the lack of transportation have raised speculation that the game might have to be played behind closed doors without fans.
"В описании исследования, опубликованного в четверг в журнале Science, говорится о возникновении нового вида птиц на эквадорских Галапагосских островах.","A new species of bird has been discovered on the Galapagos Islands off the coast of Ecuador, according to a study published Thursday in the journal Science.","In the description of the research published on Thursday in the journal Science, it mentions the emergence of a new species of bird in the Galapagos Islands of Ecuador."
"Исследователи из Принстонского университета (США) и Уппсальского университета (Швеция) сообщили, что из-за спаривания эндемического зяблика Дарвина (Geospiza fortes) с переселившимся кактусовым зябликом (Geospiza conirostris), новый вид эволюционировал всего за два поколения, хотя считалось, что этот процесс займёт гораздо больше времени.","Researchers from Princeton University (USA) and Uppsala University (Sweden) have reported that evolution of a new species can take place in just two generations, rather than the much longer timescale previously thought.","Researchers from Princeton University (USA) and Uppsala University (Sweden) have reported that due to the mating of the endemic Darwin's finch (Geospiza fortis) with the immigrant cactus finch (Geospiza conirostris), a new species has evolved in just two generations, although it was thought that this process would take much longer."
Золоту можно придать любую форму. Его можно cкатать в очень малые формы.,Gold can be made into any shape. It can be rolled into very small shapes.,Gold can be shaped into any form. It can be rolled into very small shapes.
"Его можно вытянуть в тонкую проволоку, которую можно сплетать и платировать. Оно может быть чеканным или свернутым в рулоны.",It can be drawn into a thin wire that can be woven and hammered. It can be stamped or rolled into sheets.,"It can be drawn into thin wire, which can be braided and plated. It can be stamped or rolled into rolls."
"Его можно сделать очень тонким и присоединить на другой метал. Его можно сделать настолько тонким, что иногда его использовали для украшения расписанных вручную иллюстраций в книгах – так называемая ""лицевая рукопись"".","It can be made very thin and attached to another metal. It can be made so thin that it was sometimes used to decorate hand-painted illustrations in books – the so-called ""illuminated manuscript"".","It can be made very thin and attached to another metal. It can be made so thin that it was sometimes used to decorate hand-illuminated illustrations in books - the so-called ""face manuscript."""
Это называется pH химического вещества. Вы можете сделать индикатор при помощи сока красной капусты.,This is called the pH of a chemical. You can make an indicator using red cabbage juice.,This is called the pH of a chemical substance. You can make an indicator using red cabbage juice.
"Капустный сок меняет цвет в зависимости от того, насколько кислотным или щелочным является химическое вещество.",Cabbage juice changes color depending on how acidic or alkaline the chemical is.,Cabbage juice changes color depending on how acidic or alkaline the chemical substance is.
Показатель pH определяется степенью насыщенности ионами водорода (H в pH) исследуемого химического соединения.,The pH value is determined by the degree of ionization of the hydrogen ions (H in pH) of the studied chemical compound.,The pH value is determined by the degree of saturation with hydrogen ions (H in pH) of the chemical compound being studied.
"Ионы водорода — это протоны, от которых отделены электроны (атомы водорода состоят из одного протона и одного электрона).",Hydrogen ions are protons that have been stripped of electrons (hydrogen atoms consist of a single proton and a single electron).,"Hydrogen ions are protons, which are atoms that have one proton and one electron."
"Получите новую смесь, перемешав два сухих порошка в одной емкости, а затем чистыми влажными руками слепите из этой смеси шарик.","Obtain a new mixture by mixing two dry powders in one container, and then with clean, damp hands, form a ball out of this mixture.","Get a new mixture by mixing two dry powders in one container, then roll a ball out of the mixture with clean wet hands."
"Влага на ваших руках вступит в реакцию с верхним слоем, что будет необычно, затем сформируется подобие оболочки.","The moisture on your hands will react with the top layer, which will be unusual, then a shell-like formation will occur.","The moisture on your hands will react with the top layer, which will be unusual, then a shell-like structure will form."
"Почти в каждом доме городов Хараппа и Мохенджо-Даро был туалет со смывом, подключённый к сложной канализационной системе.",Almost every house in the cities of Harappa and Mohenjo-Daro had a flush toilet connected to a complex sewage system.,Almost every house in the cities of Harappa and Mohenjo-Daro had a flush toilet connected to a complex sewage system.
Сохранившиеся фрагменты канализационных систем были обнаружены в домах минойских городов на островах Крит и Санторин в Греции.,Remnants of the sewage system were found in the houses of Minoan cities on the islands of Crete and Santorini in Greece.,The remaining fragments of sewage systems were found in the houses of Minoan cities on the islands of Crete and Santorini in Greece.
"Туалеты были также в Древнем Египте, Персии и Китае. В римской цивилизации туалеты иногда были частью общественных бань, где мужчины и женщины мылись вместе.","Toilets were also in Ancient Egypt, Persia and China. In Roman civilization, toilets were sometimes part of public baths, where men and women bathed together.","Toilets also existed in Ancient Egypt, Persia, and China. In Roman civilization, toilets were sometimes part of public baths where men and women bathed together."
"Когда вы звоните кому-то за тысячи миль от вас, вы используете спутник.","When you call someone thousands of miles away, you use a satellite.","When you call someone thousands of miles away from you, you use a satellite."
Спутник в космосе принимает звонок и практически мгновенно отражает его обратно вниз.,A satellite in space receives a call and almost instantly reflects it back down.,The satellite in space receives the call and almost instantly bounces it back down.
"Спутник был доставлен в космос ракетой. Ученые используют телескопы в космосе, потому что атмосфера Земли в некоторой степени искажает наш свет и обзор.","The satellite was launched into space by a rocket. Scientists use telescopes in space because the Earth's atmosphere, to some extent, distorts our light and view.",The satellite was delivered into space by a rocket. Scientists use telescopes in space because Earth's atmosphere distorts our light and view to a certain extent.
Для запуска в космос спутника или телескопа необходима гигантская ракета высотой более 100 футов.,"To launch a satellite or telescope into space, a gigantic rocket more than 100 feet tall is required.",To launch a satellite or telescope into space requires a giant rocket that is more than 100 feet tall.
"Колесо невероятным образом изменило наш мир. Самое главное, что колесо сделало для нас, — подарило нам гораздо более лёгкую и быструю транспортировку.",The wheel has incredibly transformed our world. The most important thing the wheel has done for us is given us much easier and faster transportation.,The wheel has incredibly changed our world. The most important thing the wheel has done for us is give us much easier and faster transportation.
"Оно дало нам поезд, автомобиль и многие другие транспортные средства.","It gave us the train, the car, and many other means of transportation.","It gave us the train, the car and many other means of transport."
"Под ними находятся большее количество кошек среднего размера, которые едят некрупную по величине добычу от кроликов до антилоп и оленей.",Beneath them are a larger number of medium-sized cats that eat prey ranging in size from rabbits to antelopes and deer.,"Underneath them are more medium-sized cats that eat smaller prey, from rabbits to antelopes and deer."
"И наконец, многие маленькие кошки (включая гуляющих домашних кошек), едят и охотятся на намного более многочисленных мелких животных, наподобие насекомых, грызунов, ящериц и птиц.","And finally, many small cats (including wandering domestic cats), eat and hunt on much more numerous small animals, such as insects, rodents, lizards, and birds.","Finally, many small cats (including house cats) eat and hunt much more numerous small animals, such as insects, rodents, lizards, and birds."
"Секрет их успеха заключается в концепции ниши, особой работы, которую выполняет каждый вид кошек, что удерживает его от конкуренции с другими.","Their success is based on the niche concept, the special work that each cat species does that keeps it from competing with others.","The secret of their success lies in the concept of a niche, the specific work that each species of cat performs, which keeps it from competing with others."
"Львы — самые социальные кошки, живущие в больших группах, которые называются прайдами.","Lions are the most social cats, living in large groups called prides.","Lions are the most social cats, living in large groups called prides."
"В состав прайда входит от одного до трех взрослых самцов, находящихся в родстве, а также самок и детенышей, число которых может доходить до тридцати.","A pride consists of one to three adult males related to each other, along with females and cubs numbering up to thirty.","A pride consists of one to three adult males related to each other, as well as females and cubs, the number of which can reach up to thirty."
Самки обычно находятся друг с другом в родстве и составляют большую семью сестёр и дочерей.,Females are usually related to each other and form a large family of sisters and daughters.,Females usually are related to each other and make up a large family of sisters and daughters.
"Львиные прайды ведут себя очень похоже со стаями волков или собак — животных, которые по повадкам удивительно похожи на львов (но не других крупных кошек) и тоже очень опасны для своих жертв.",Lion prides behave very much like wolf packs or dog packs - animals that are remarkably similar to lions (but not other big cats) and are also very dangerous to their prey.,Lion prides behave very similarly to packs of wolves or dogs—animals that in their habits are remarkably similar to lions (but not other big cats) and are also very dangerous to their prey.
"Будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","As a well-rounded athlete, the tiger can climb trees (though not very well), swim, jump great distances, and pull with the strength of five strong men.","Being a comprehensively developed athlete, the tiger can climb trees (though not very well), swim, jump long distances, and pull with the strength of five strong men."
"Тигр принадлежит к тому же роду (Пантеры), что и львы, леопарды и ягуары. Эти четыре кошки — единственные, кто обладает способностью рычать.","Tigers are part of the same genus (Panthera) as lions, leopards and jaguars. These four cats are the only ones who can roar.","The tiger belongs to the same genus (Panthera) as lions, leopards, and jaguars. These four cats are the only ones that possess the ability to roar."
"Тигриный рык не похож на полнозвучный рык льва, а больше напоминает выкрикивание предложений из неразборчивых слов.","Tiger roars are not like the full-throated roars of lions, but more like the shouting out of incomprehensible words.","The tiger's roar is not like the full-throated roar of a lion, but more resembles the shouting of sentences from indistinct words."
